code_element,page_type,page_name,rev_1,rev_2,rev_3,rev_4,rev_5,rev_6,rev_7,rev_8,rev_9,rev_10,rev_11,rev_12,rev_13,rev_14,rev_15,rev_16,rev_17,rev_18,rev_19,rev_20,rev_21,rev_22,rev_23,rev_24,rev_25,rev_26,rev_27,rev_28,rev_29,rev_30,rev_31,rev_32,rev_33,rev_34,rev_35,rev_36,rev_37,rev_38,rev_39,rev_40,rev_41,rev_42,rev_43,rev_44,rev_45,rev_46,rev_47,rev_48,rev_49,rev_50,rev_51,rev_52,rev_53,rev_54,rev_55,rev_56,rev_57,rev_58,rev_59,rev_60,rev_61,rev_62,rev_63,rev_64,rev_65,rev_66,rev_67,rev_68,rev_69,rev_70,rev_71,rev_72,rev_73,rev_74,rev_75,rev_76,rev_77,rev_78,rev_79,rev_80,rev_81,rev_82,rev_83,rev_84,rev_85,rev_86,rev_87,rev_88,rev_89,rev_90,rev_91,rev_92,rev_93,rev_94,rev_95,rev_96,rev_97,rev_98,rev_99,rev_100,rev_101,rev_102,rev_103,rev_104,doc_link,source_link
fetcherService,repo,README.md,9,9,9,9,9,9,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,https://github.com/google/GTMAppAuth/blob/ebd678a0f006bb351a806f0b19904797f84b87fa/README.md,https://github.com/google/GTMAppAuth/blob/53977678b0099f0899164552882a903208cf30ad/GTMAppAuth/Sources/Public/GTMAppAuth/GTMAppAuthFetcherAuthorization.h#L143
fetcherWithURL:userinfoEndpoint,repo,README.md,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/google/GTMAppAuth/blob/ebd678a0f006bb351a806f0b19904797f84b87fa/README.md,https://github.com/google/GTMAppAuth/blob/53977678b0099f0899164552882a903208cf30ad/Examples/Example-macOS/Source/GTMAppAuthExampleViewController.m#L230
forEventClass:kInternetEventClass,repo,README.md,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/GTMAppAuth/blob/ebd678a0f006bb351a806f0b19904797f84b87fa/README.md,https://github.com/google/GTMAppAuth/blob/53977678b0099f0899164552882a903208cf30ad/Examples/Example-macOS/Source/AppDelegate.m#L43
handleGetURLEvent,repo,README.md,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/GTMAppAuth/blob/ebd678a0f006bb351a806f0b19904797f84b87fa/README.md,https://github.com/google/GTMAppAuth/blob/53977678b0099f0899164552882a903208cf30ad/Examples/Example-macOS/Source/AppDelegate.m#L47
handleGetURLEvent:withReplyEvent:,repo,README.md,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/GTMAppAuth/blob/ebd678a0f006bb351a806f0b19904797f84b87fa/README.md,https://github.com/google/GTMAppAuth/blob/53977678b0099f0899164552882a903208cf30ad/Examples/Example-macOS/Source/AppDelegate.m#L42
iOS,repo,README.md,27,27,27,27,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,70,70,73,73,72,72,72,72,72,72,72,72,72,72,72,72,72,72,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,73,73,71,71,71,71,71,71,71,71,71,71,71,71,71,69,65,65,73,73,73,https://github.com/google/GTMAppAuth/blob/ebd678a0f006bb351a806f0b19904797f84b87fa/README.md,https://github.com/google/GTMAppAuth/blob/53977678b0099f0899164552882a903208cf30ad/Package.swift#L24
initWithAuthState:authState,repo,README.md,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,https://github.com/google/GTMAppAuth/blob/ebd678a0f006bb351a806f0b19904797f84b87fa/README.md,https://github.com/google/GTMAppAuth/blob/53977678b0099f0899164552882a903208cf30ad/GTMAppAuth/Sources/GTMOAuth2KeychainCompatibility.m#L155
initWithAuthorizationEndpoint:authorizationEndpoint,repo,README.md,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/GTMAppAuth/blob/ebd678a0f006bb351a806f0b19904797f84b87fa/README.md,https://github.com/google/GTMAppAuth/blob/53977678b0099f0899164552882a903208cf30ad/GTMAppAuth/Sources/GTMAppAuthFetcherAuthorization.m#L204
initWithConfiguration:configuration,repo,README.md,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/google/GTMAppAuth/blob/ebd678a0f006bb351a806f0b19904797f84b87fa/README.md,https://github.com/google/GTMAppAuth/blob/53977678b0099f0899164552882a903208cf30ad/Examples/Example-macOS/Source/GTMAppAuthExampleViewController.m#L186
isEqual:OIDOAuthTokenErrorDomain,repo,README.md,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/google/GTMAppAuth/blob/ebd678a0f006bb351a806f0b19904797f84b87fa/README.md,https://github.com/google/GTMAppAuth/blob/53977678b0099f0899164552882a903208cf30ad/Examples/Example-macOS/Source/GTMAppAuthExampleViewController.m#L236
jsonDictionaryOrArray,repo,README.md,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,https://github.com/google/GTMAppAuth/blob/ebd678a0f006bb351a806f0b19904797f84b87fa/README.md,https://github.com/google/GTMAppAuth/blob/53977678b0099f0899164552882a903208cf30ad/Examples/Example-macOS/Source/GTMAppAuthExampleViewController.m#L248
jsonError,repo,README.md,8,8,8,8,8,8,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,https://github.com/google/GTMAppAuth/blob/ebd678a0f006bb351a806f0b19904797f84b87fa/README.md,https://github.com/google/GTMAppAuth/blob/53977678b0099f0899164552882a903208cf30ad/Examples/Example-macOS/Source/GTMAppAuthExampleViewController.m#L247
kSecAttrAccessible,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,2,2,https://github.com/google/GTMAppAuth/blob/ebd678a0f006bb351a806f0b19904797f84b87fa/README.md,https://github.com/google/GTMAppAuth/blob/53977678b0099f0899164552882a903208cf30ad/GTMAppAuth/Sources/GTMKeychain.m#L49
kSecAttrAccessibleAfterFirstUnlockThisDeviceOnly,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,2,2,https://github.com/google/GTMAppAuth/blob/ebd678a0f006bb351a806f0b19904797f84b87fa/README.md,https://github.com/google/GTMAppAuth/blob/53977678b0099f0899164552882a903208cf30ad/GTMAppAuth/Sources/GTMKeychain.m#L121
kSecAttrAccount,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,https://github.com/google/GTMAppAuth/blob/ebd678a0f006bb351a806f0b19904797f84b87fa/README.md,https://github.com/google/GTMAppAuth/blob/53977678b0099f0899164552882a903208cf30ad/GTMAppAuth/Sources/GTMKeychain.m#L215
kSecAttrService,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,https://github.com/google/GTMAppAuth/blob/ebd678a0f006bb351a806f0b19904797f84b87fa/README.md,https://github.com/google/GTMAppAuth/blob/53977678b0099f0899164552882a903208cf30ad/GTMAppAuth/Sources/GTMKeychain.m#L216
kSecClassGenericPassword,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,https://github.com/google/GTMAppAuth/blob/ebd678a0f006bb351a806f0b19904797f84b87fa/README.md,https://github.com/google/GTMAppAuth/blob/53977678b0099f0899164552882a903208cf30ad/GTMAppAuth/Sources/GTMKeychain.m#L214
kSecValueData,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,https://github.com/google/GTMAppAuth/blob/ebd678a0f006bb351a806f0b19904797f84b87fa/README.md,https://github.com/google/GTMAppAuth/blob/53977678b0099f0899164552882a903208cf30ad/GTMAppAuth/Sources/GTMKeychain.m#L309
lastTokenResponse,repo,README.md,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,https://github.com/google/GTMAppAuth/blob/ebd678a0f006bb351a806f0b19904797f84b87fa/README.md,https://github.com/google/GTMAppAuth/blob/53977678b0099f0899164552882a903208cf30ad/GTMAppAuth/Sources/GTMOAuth2KeychainCompatibility.m#L67
localizedDescription,repo,README.md,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,https://github.com/google/GTMAppAuth/blob/ebd678a0f006bb351a806f0b19904797f84b87fa/README.md,https://github.com/google/GTMAppAuth/blob/53977678b0099f0899164552882a903208cf30ad/Examples/Example-macOS/Source/GTMAppAuthExampleViewController.m#L177
macOS,repo,README.md,49,49,49,49,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,52,52,51,51,51,51,51,51,51,51,51,51,51,51,51,51,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,51,51,51,51,51,53,53,51,51,51,51,51,51,51,51,52,52,54,54,54,51,49,68,68,70,70,https://github.com/google/GTMAppAuth/blob/ebd678a0f006bb351a806f0b19904797f84b87fa/README.md,https://github.com/google/GTMAppAuth/blob/53977678b0099f0899164552882a903208cf30ad/Package.swift#L23
openURL,repo,README.md,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,https://github.com/google/GTMAppAuth/blob/ebd678a0f006bb351a806f0b19904797f84b87fa/README.md,https://github.com/google/GTMAppAuth/blob/53977678b0099f0899164552882a903208cf30ad/Examples/Example-iOS/Source/AppDelegate.m#L45
options:0,repo,README.md,4,4,4,4,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/google/GTMAppAuth/blob/ebd678a0f006bb351a806f0b19904797f84b87fa/README.md,https://github.com/google/GTMAppAuth/blob/53977678b0099f0899164552882a903208cf30ad/Examples/Example-macOS/Source/GTMAppAuthExampleViewController.m#L249
paramDescriptorForKeyword:keyDirectObject,repo,README.md,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/GTMAppAuth/blob/ebd678a0f006bb351a806f0b19904797f84b87fa/README.md,https://github.com/google/GTMAppAuth/blob/53977678b0099f0899164552882a903208cf30ad/Examples/Example-macOS/Source/AppDelegate.m#L49
redirectURL:redirectURI,repo,README.md,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,https://github.com/google/GTMAppAuth/blob/ebd678a0f006bb351a806f0b19904797f84b87fa/README.md,https://github.com/google/GTMAppAuth/blob/53977678b0099f0899164552882a903208cf30ad/GTMAppAuth/Sources/GTMOAuth2KeychainCompatibility.m#L122
removeAuthorizationFromKeychainForName:kGTMAppAuthExampleAuthorizerKey,repo,README.md,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://github.com/google/GTMAppAuth/blob/ebd678a0f006bb351a806f0b19904797f84b87fa/README.md,https://github.com/google/GTMAppAuth/blob/6fa08f62555a9fe52f816375f7c9bcf21eebc553/Example-macOS/Source/GTMAppAuthExampleViewController.m#L117
replyEvent,repo,README.md,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/GTMAppAuth/blob/ebd678a0f006bb351a806f0b19904797f84b87fa/README.md,https://github.com/google/GTMAppAuth/blob/53977678b0099f0899164552882a903208cf30ad/Examples/Example-macOS/Source/AppDelegate.m#L48
responseType:OIDResponseTypeCode,repo,README.md,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,https://github.com/google/GTMAppAuth/blob/ebd678a0f006bb351a806f0b19904797f84b87fa/README.md,https://github.com/google/GTMAppAuth/blob/53977678b0099f0899164552882a903208cf30ad/GTMAppAuth/Sources/GTMOAuth2KeychainCompatibility.m#L123
resumeAuthorizationFlowWithURL:URL,repo,README.md,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/GTMAppAuth/blob/ebd678a0f006bb351a806f0b19904797f84b87fa/README.md,https://github.com/google/GTMAppAuth/blob/8ef8f630c433c2e7de0f1638cce584b905cc7c75/Example-macOS/Source/AppDelegate.m#L50
resumeAuthorizationFlowWithURL:url,repo,README.md,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://github.com/google/GTMAppAuth/blob/ebd678a0f006bb351a806f0b19904797f84b87fa/README.md,https://github.com/google/GTMAppAuth/blob/8ef8f630c433c2e7de0f1638cce584b905cc7c75/Example-iOS/Source/AppDelegate.m#L48
resumeExternalUserAgentFlowWithURL:URL,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/GTMAppAuth/blob/ebd678a0f006bb351a806f0b19904797f84b87fa/README.md,https://github.com/google/GTMAppAuth/blob/53977678b0099f0899164552882a903208cf30ad/Examples/Example-macOS/Source/AppDelegate.m#L51
resumeExternalUserAgentFlowWithURL:url,repo,README.md,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/GTMAppAuth/blob/ebd678a0f006bb351a806f0b19904797f84b87fa/README.md,https://github.com/google/GTMAppAuth/blob/53977678b0099f0899164552882a903208cf30ad/Examples/Example-iOS/Source/AppDelegate.m#L49
saveAuthorization,repo,README.md,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,https://github.com/google/GTMAppAuth/blob/ebd678a0f006bb351a806f0b19904797f84b87fa/README.md,https://github.com/google/GTMAppAuth/blob/53977678b0099f0899164552882a903208cf30ad/GTMAppAuth/Sources/Public/GTMAppAuth/GTMOAuth2KeychainCompatibility.h#L86
saveAuthorization:_authorization,repo,README.md,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/google/GTMAppAuth/blob/ebd678a0f006bb351a806f0b19904797f84b87fa/README.md,https://github.com/google/GTMAppAuth/blob/53977678b0099f0899164552882a903208cf30ad/Examples/Example-macOS/Source/GTMAppAuthExampleViewController.m#L109
setEventHandler:self,repo,README.md,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/GTMAppAuth/blob/ebd678a0f006bb351a806f0b19904797f84b87fa/README.md,https://github.com/google/GTMAppAuth/blob/53977678b0099f0899164552882a903208cf30ad/Examples/Example-macOS/Source/AppDelegate.m#L41
sharedAppleEventManager,repo,README.md,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://github.com/google/GTMAppAuth/blob/ebd678a0f006bb351a806f0b19904797f84b87fa/README.md,https://github.com/google/GTMAppAuth/blob/53977678b0099f0899164552882a903208cf30ad/Examples/Example-macOS/Source/AppDelegate.m#L40
stringValue,repo,README.md,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,https://github.com/google/GTMAppAuth/blob/ebd678a0f006bb351a806f0b19904797f84b87fa/README.md,https://github.com/google/GTMAppAuth/blob/53977678b0099f0899164552882a903208cf30ad/GTMAppAuth/Sources/GTMAppAuthFetcherAuthorization.m#L186
toKeychainForName:kGTMAppAuthExampleAuthorizerKey,repo,README.md,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://github.com/google/GTMAppAuth/blob/ebd678a0f006bb351a806f0b19904797f84b87fa/README.md,https://github.com/google/GTMAppAuth/blob/6fa08f62555a9fe52f816375f7c9bcf21eebc553/Example-macOS/Source/GTMAppAuthExampleViewController.m#L114
